,State,District,Year,Quartar,Trans_Count,Amount
16367,Uttar Pradesh,Meerut,2022,4,30761564,49044446642.880615
16368,Uttar Pradesh,Mathura,2022,4,15830761,27028319737.275368
16369,Uttar Pradesh,Chitrakoot,2022,4,1626406,3264231485.003519
16370,Uttar Pradesh,Lalitpur,2022,4,3075717,4645206469.563395
16371,Uttar Pradesh,Mau,2022,4,4276014,7739261196.995779
16372,Uttar Pradesh,Mirzapur,2022,4,4086964,8163959699.659147
16373,Uttar Pradesh,Bulandshahr,2022,4,13478499,22109471829.79072
16374,Uttar Pradesh,Gonda,2022,4,4759073,10169468245.835556
16375,Uttar Pradesh,Jhansi,2022,4,9102937,16688563382.635557
16376,Uttar Pradesh,Chandauli,2022,4,4019160,7814809989.158335
16377,Uttar Pradesh,Bhadohi,2022,4,2587761,4465521410.498842
16378,Uttar Pradesh,Pratapgarh,2022,4,5933441,11139366212.390135
16379,Uttar Pradesh,Saharanpur,2022,4,13254740,24244266615.799458
16380,Uttar Pradesh,Bara Banki,2022,4,4192819,7547680629.874708
16381,Uttar Pradesh,Bareilly,2022,4,16233519,29493544220.918427
16382,Uttar Pradesh,Sitapur,2022,4,3660359,6717917688.501043
16383,Uttar Pradesh,Sultanpur,2022,4,4110434,7815097180.469152
16384,Uttar Pradesh,Agra,2022,4,27454413,46946394676.79358
16385,Uttar Pradesh,Fatehpur,2022,4,2722744,5706057514.952181
16386,Uttar Pradesh,Rae Bareli,2022,4,3521807,6674747738.927467
16387,Uttar Pradesh,Firozabad,2022,4,6228033,11499824777.779259
16388,Uttar Pradesh,Kheri,2022,4,4247415,7458379965.986659
16389,Uttar Pradesh,Gorakhpur,2022,4,14507343,27611144017.71117
16390,Uttar Pradesh,Unnao,2022,4,3381869,6806080032.429721
16391,Uttar Pradesh,Prayagraj,2022,4,27038499,40737923540.02559
16392,Uttar Pradesh,Sonbhadra,2022,4,5363864,9495684428.429234
16393,Uttar Pradesh,Ghazipur,2022,4,7599135,14441203982.541756
16394,Uttar Pradesh,Farrukhabad,2022,4,3604416,6339855834.112715
16395,Uttar Pradesh,Kannauj,2022,4,3110426,5447598887.554849
16396,Uttar Pradesh,Azamgarh,2022,4,10311457,19173829433.415684
16397,Uttar Pradesh,Ayodhya,2022,4,5827957,11075689616.292486
16398,Uttar Pradesh,Deoria,2022,4,7891884,14320673159.489529
16399,Uttar Pradesh,Ghaziabad,2022,4,48195051,73333545352.23656
16400,Uttar Pradesh,Amethi,2023,1,5961498,11343790511.0
16401,Uttar Pradesh,Siddharthnagar,2023,1,7752834,16316077462.0
16402,Uttar Pradesh,Auraiya,2023,1,4984284,8923706058.0
16403,Uttar Pradesh,Sambhal,2023,1,7158441,14916420762.0
16404,Uttar Pradesh,Kanpur Nagar,2023,1,28577522,47822572131.0
16405,Uttar Pradesh,Aligarh,2023,1,21244175,34962351202.0
16406,Uttar Pradesh,Mahoba,2023,1,3118365,5209877748.0
16407,Uttar Pradesh,Lucknow,2023,1,65525552,87840979618.0
16408,Uttar Pradesh,Sant Kabeer Nagar,2023,1,4838926,10245272882.0
16409,Uttar Pradesh,Hathras,2023,1,6558864,11567764058.0
16410,Uttar Pradesh,Budaun,2023,1,7286602,13516992144.0
16411,Uttar Pradesh,Moradabad,2023,1,15233399,30387362849.0
16412,Uttar Pradesh,Kushinagar,2023,1,15096918,28670939423.0
16413,Uttar Pradesh,Baghpat,2023,1,7914960,13265456447.0
16414,Uttar Pradesh,Shahjahanpur,2023,1,6433538,12391540415.0
16415,Uttar Pradesh,Muzaffarnagar,2023,1,15311397,26612542553.0
16416,Uttar Pradesh,Ambedkar Nagar,2023,1,6851200,12783312352.0
16417,Uttar Pradesh,Bahraich,2023,1,5970955,11814495968.0
16418,Uttar Pradesh,Jalaun,2023,1,6537936,11933842616.0
16419,Uttar Pradesh,Rampur,2023,1,7934592,16285039729.0
16420,Uttar Pradesh,Ballia,2023,1,12616857,22646779756.0
16421,Uttar Pradesh,Shravasti,2023,1,1383857,2696317287.0
16422,Uttar Pradesh,Kasganj,2023,1,4005527,7186060231.0
16423,Uttar Pradesh,Varanasi,2023,1,27637995,45388936309.0
16424,Uttar Pradesh,Gautam Buddha Nagar,2023,1,130607154,135979906082.0
16425,Uttar Pradesh,Basti,2023,1,8664930,17847024048.0
16426,Uttar Pradesh,Shamli,2023,1,7177159,12148896739.0
16427,Uttar Pradesh,Maharajganj,2023,1,7636380,15313343482.0
16428,Uttar Pradesh,Etawah,2023,1,7430069,12873525303.0
16429,Uttar Pradesh,Etah,2023,1,6208231,10756828948.0
16430,Uttar Pradesh,Banda,2023,1,3443145,6359652496.0
16431,Uttar Pradesh,Bijnor,2023,1,11960010,22807885387.0
16432,Uttar Pradesh,Hardoi,2023,1,6421343,12500189718.0
16433,Uttar Pradesh,Balrampur,2023,1,4166268,8577884331.0
16434,Uttar Pradesh,Amroha,2023,1,9090711,17541720701.0
16435,Uttar Pradesh,Pilibhit,2023,1,4812320,9049813654.0
16436,Uttar Pradesh,Mainpuri,2023,1,7361027,12931357517.0
16437,Uttar Pradesh,Kanpur Dehat,2023,1,5012235,9922108975.0
16438,Uttar Pradesh,Jaunpur,2023,1,14343164,25971299175.0
16439,Uttar Pradesh,Kaushambi,2023,1,2787802,5755470923.0
16440,Uttar Pradesh,Hapur,2023,1,10585117,16612157281.0
16441,Uttar Pradesh,Hamirpur,2023,1,3276584,5996022154.0
16442,Uttar Pradesh,Meerut,2023,1,25600912,44514485441.0
16443,Uttar Pradesh,Mathura,2023,1,22349552,35663288960.0
16444,Uttar Pradesh,Chitrakoot,2023,1,2255473,4650580538.0
16445,Uttar Pradesh,Lalitpur,2023,1,5472705,7822838386.0
16446,Uttar Pradesh,Mau,2023,1,7370574,12560931984.0
16447,Uttar Pradesh,Mirzapur,2023,1,6972475,13777718359.0
16448,Uttar Pradesh,Bulandshahr,2023,1,19039754,30404462514.0
16449,Uttar Pradesh,Gonda,2023,1,8382178,17414864253.0
16450,Uttar Pradesh,Jhansi,2023,1,15316806,26828965660.0
16451,Uttar Pradesh,Chandauli,2023,1,7205125,13814185157.0
16452,Uttar Pradesh,Bhadohi,2023,1,4201417,6970878997.0
16453,Uttar Pradesh,Pratapgarh,2023,1,8675145,15812489869.0
16454,Uttar Pradesh,Saharanpur,2023,1,20759554,36646785826.0
16455,Uttar Pradesh,Bara Banki,2023,1,7642536,13133827247.0
16456,Uttar Pradesh,Bareilly,2023,1,19380259,35888691460.0
16457,Uttar Pradesh,Sitapur,2023,1,6562289,12062192982.0
16458,Uttar Pradesh,Sultanpur,2023,1,7173044,13066867474.0
16459,Uttar Pradesh,Agra,2023,1,30391351,52433820121.0
16460,Uttar Pradesh,Fatehpur,2023,1,4720461,9408587373.0
16461,Uttar Pradesh,Rae Bareli,2023,1,5874136,10808328170.0
16462,Uttar Pradesh,Firozabad,2023,1,10785539,19087904212.0
16463,Uttar Pradesh,Kheri,2023,1,7427060,12827142787.0
16464,Uttar Pradesh,Gorakhpur,2023,1,22422173,41547143859.0
16465,Uttar Pradesh,Unnao,2023,1,5685592,10919545680.0
16466,Uttar Pradesh,Prayagraj,2023,1,35080059,49998377066.0
16467,Uttar Pradesh,Sonbhadra,2023,1,9247084,15812948826.0
16468,Uttar Pradesh,Ghazipur,2023,1,12794626,23414010895.0
16469,Uttar Pradesh,Farrukhabad,2023,1,6465058,10868289280.0
16470,Uttar Pradesh,Kannauj,2023,1,5501989,9239538762.0
16471,Uttar Pradesh,Azamgarh,2023,1,14685133,26641884888.0
16472,Uttar Pradesh,Ayodhya,2023,1,9751943,17947276402.0
16473,Uttar Pradesh,Deoria,2023,1,13509460,23235721984.0
16474,Uttar Pradesh,Ghaziabad,2023,1,66936417,98038172535.0
16475,Uttar Pradesh,Amethi,2023,2,7435760,12826816498.0
16476,Uttar Pradesh,Siddharthnagar,2023,2,10401429,20769557669.0
16477,Uttar Pradesh,Auraiya,2023,2,6051986,9963269893.0
16478,Uttar Pradesh,Sambhal,2023,2,8572592,15948872847.0
16479,Uttar Pradesh,Kanpur Nagar,2023,2,33104317,52168272566.0
16480,Uttar Pradesh,Aligarh,2023,2,25463709,38972342149.0
16481,Uttar Pradesh,Mahoba,2023,2,3927869,6128049892.0
16482,Uttar Pradesh,Lucknow,2023,2,75332865,96742551859.0
16483,Uttar Pradesh,Sant Kabeer Nagar,2023,2,6394228,12461224425.0
16484,Uttar Pradesh,Hathras,2023,2,7894988,12687217716.0
16485,Uttar Pradesh,Budaun,2023,2,8691555,15113486593.0
16486,Uttar Pradesh,Moradabad,2023,2,18668550,32713760318.0
16487,Uttar Pradesh,Kushinagar,2023,2,18918372,33522874126.0
16488,Uttar Pradesh,Baghpat,2023,2,9453650,14263840923.0
16489,Uttar Pradesh,Shahjahanpur,2023,2,7579569,13637851228.0
16490,Uttar Pradesh,Muzaffarnagar,2023,2,18555273,29265040709.0
16491,Uttar Pradesh,Ambedkar Nagar,2023,2,8461522,14340886915.0
16492,Uttar Pradesh,Bahraich,2023,2,7146721,13292602002.0
16493,Uttar Pradesh,Jalaun,2023,2,8154743,13970779719.0
16494,Uttar Pradesh,Rampur,2023,2,9904470,18063527486.0
16495,Uttar Pradesh,Ballia,2023,2,15575269,26239312075.0
16496,Uttar Pradesh,Shravasti,2023,2,1647097,3062025436.0
16497,Uttar Pradesh,Kasganj,2023,2,4976741,8147954465.0
16498,Uttar Pradesh,Varanasi,2023,2,32929066,51653036301.0
16499,Uttar Pradesh,Gautam Buddha Nagar,2023,2,157681545,150948217823.0
16500,Uttar Pradesh,Basti,2023,2,11149140,21058554490.0
16501,Uttar Pradesh,Shamli,2023,2,8662459,13554235262.0
16502,Uttar Pradesh,Maharajganj,2023,2,9712982,17619945215.0
16503,Uttar Pradesh,Etawah,2023,2,8731680,13909403405.0
16504,Uttar Pradesh,Etah,2023,2,7390577,11581042360.0
16505,Uttar Pradesh,Banda,2023,2,4252345,7586285145.0
16506,Uttar Pradesh,Bijnor,2023,2,14646315,25254129609.0
16507,Uttar Pradesh,Hardoi,2023,2,7774133,13972422475.0
16508,Uttar Pradesh,Balrampur,2023,2,5583633,10663240209.0
16509,Uttar Pradesh,Amroha,2023,2,11164432,19222004163.0
16510,Uttar Pradesh,Pilibhit,2023,2,5695025,9663111550.0
16511,Uttar Pradesh,Mainpuri,2023,2,8959589,13857701893.0
16512,Uttar Pradesh,Kanpur Dehat,2023,2,6113430,10963762111.0
16513,Uttar Pradesh,Jaunpur,2023,2,18693715,32568692540.0
16514,Uttar Pradesh,Kaushambi,2023,2,3352828,6445881904.0
16515,Uttar Pradesh,Hapur,2023,2,12629748,18230077976.0
16516,Uttar Pradesh,Hamirpur,2023,2,4225264,7288530293.0
16517,Uttar Pradesh,Meerut,2023,2,30318321,48422446534.0
16518,Uttar Pradesh,Mathura,2023,2,27350787,40577938266.0
16519,Uttar Pradesh,Chitrakoot,2023,2,2746335,5205567631.0
16520,Uttar Pradesh,Lalitpur,2023,2,6148725,8963882100.0
16521,Uttar Pradesh,Mau,2023,2,9476259,15173658857.0
16522,Uttar Pradesh,Mirzapur,2023,2,8321491,15284693867.0
16523,Uttar Pradesh,Bulandshahr,2023,2,22808130,33193569663.0
16524,Uttar Pradesh,Gonda,2023,2,10344167,19916293579.0
16525,Uttar Pradesh,Jhansi,2023,2,17879788,30191331143.0
16526,Uttar Pradesh,Chandauli,2023,2,8811577,15704965541.0
16527,Uttar Pradesh,Bhadohi,2023,2,5392116,8487381163.0
16528,Uttar Pradesh,Pratapgarh,2023,2,11129842,18787033594.0
16529,Uttar Pradesh,Saharanpur,2023,2,24432197,39798953640.0
16530,Uttar Pradesh,Bara Banki,2023,2,9190723,14437701723.0
16531,Uttar Pradesh,Bareilly,2023,2,23101650,38831901761.0
16532,Uttar Pradesh,Sitapur,2023,2,7735557,13173196424.0
16533,Uttar Pradesh,Sultanpur,2023,2,8940483,14911350509.0
16534,Uttar Pradesh,Agra,2023,2,36064514,57518188065.0
16535,Uttar Pradesh,Fatehpur,2023,2,5645493,10468378567.0
16536,Uttar Pradesh,Rae Bareli,2023,2,7100125,11873833557.0
16537,Uttar Pradesh,Firozabad,2023,2,12711048,20477051175.0
16538,Uttar Pradesh,Kheri,2023,2,8765604,13916550662.0
16539,Uttar Pradesh,Gorakhpur,2023,2,28202448,48397427638.0
16540,Uttar Pradesh,Unnao,2023,2,7011801,12499964402.0
16541,Uttar Pradesh,Prayagraj,2023,2,41130090,55619365184.0
16542,Uttar Pradesh,Sonbhadra,2023,2,10986654,17530119599.0
16543,Uttar Pradesh,Ghazipur,2023,2,16183257,27636261422.0
16544,Uttar Pradesh,Farrukhabad,2023,2,7662018,11730347441.0
16545,Uttar Pradesh,Kannauj,2023,2,6662317,9963833385.0
16546,Uttar Pradesh,Azamgarh,2023,2,19068174,32903540424.0
16547,Uttar Pradesh,Ayodhya,2023,2,11764115,19559796919.0
16548,Uttar Pradesh,Deoria,2023,2,17389365,28160223820.0
16549,Uttar Pradesh,Ghaziabad,2023,2,79274230,106962936038.0
16550,Uttar Pradesh,Amethi,2023,3,8086389,12354227313.0
16551,Uttar Pradesh,Siddharthnagar,2023,3,10592954,18258814977.0
16552,Uttar Pradesh,Auraiya,2023,3,6803136,10066874399.0
16553,Uttar Pradesh,Sambhal,2023,3,9937139,16268294603.0
16554,Uttar Pradesh,Kanpur Nagar,2023,3,36784059,54129176816.0
16555,Uttar Pradesh,Aligarh,2023,3,29395928,40704039818.0
16556,Uttar Pradesh,Mahoba,2023,3,4406461,6088081451.0
16557,Uttar Pradesh,Lucknow,2023,3,86168998,103457346131.0
16558,Uttar Pradesh,Sant Kabeer Nagar,2023,3,6408932,11245497213.0
16559,Uttar Pradesh,Hathras,2023,3,8977779,13121618036.0
16560,Uttar Pradesh,Budaun,2023,3,9951565,15235680616.0
16561,Uttar Pradesh,Moradabad,2023,3,21321425,34383288998.0
16562,Uttar Pradesh,Kushinagar,2023,3,19784076,31790497192.0
16563,Uttar Pradesh,Baghpat,2023,3,10742055,15082757846.0
16564,Uttar Pradesh,Shahjahanpur,2023,3,8699201,13970176561.0
16565,Uttar Pradesh,Muzaffarnagar,2023,3,21317017,30529799419.0
16566,Uttar Pradesh,Ambedkar Nagar,2023,3,9024789,13613045742.0
16567,Uttar Pradesh,Bahraich,2023,3,8180066,13217560846.0
16568,Uttar Pradesh,Jalaun,2023,3,8963743,13188119146.0
16569,Uttar Pradesh,Rampur,2023,3,11152828,18303690000.0
16570,Uttar Pradesh,Ballia,2023,3,15885877,23791412548.0
16571,Uttar Pradesh,Shravasti,2023,3,1824248,2943014582.0
16572,Uttar Pradesh,Kasganj,2023,3,5748778,8460320614.0
16573,Uttar Pradesh,Varanasi,2023,3,36947014,51945207590.0
16574,Uttar Pradesh,Gautam Buddha Nagar,2023,3,180450033,164910883457.0
16575,Uttar Pradesh,Basti,2023,3,11493498,19267039880.0
16576,Uttar Pradesh,Shamli,2023,3,10302589,14679972571.0
16577,Uttar Pradesh,Maharajganj,2023,3,10030096,16826012173.0
16578,Uttar Pradesh,Etawah,2023,3,9939074,14083851630.0
16579,Uttar Pradesh,Etah,2023,3,8526631,12229499717.0
16580,Uttar Pradesh,Banda,2023,3,4638722,7199362028.0
16581,Uttar Pradesh,Bijnor,2023,3,16802206,26023457716.0
16582,Uttar Pradesh,Hardoi,2023,3,8667477,13952325039.0
16583,Uttar Pradesh,Balrampur,2023,3,5760587,9287122470.0
16584,Uttar Pradesh,Amroha,2023,3,12938726,20580345805.0
16585,Uttar Pradesh,Pilibhit,2023,3,6520266,10037923869.0
16586,Uttar Pradesh,Mainpuri,2023,3,10246159,14417359777.0
16587,Uttar Pradesh,Kanpur Dehat,2023,3,6742968,10836524103.0
16588,Uttar Pradesh,Jaunpur,2023,3,18433249,27990952075.0
16589,Uttar Pradesh,Kaushambi,2023,3,3737674,6366323066.0
16590,Uttar Pradesh,Hapur,2023,3,14169402,19056774302.0
16591,Uttar Pradesh,Hamirpur,2023,3,4622930,6856798867.0
16592,Uttar Pradesh,Meerut,2023,3,34303179,51158129419.0
16593,Uttar Pradesh,Mathura,2023,3,32732371,44180537058.0
16594,Uttar Pradesh,Chitrakoot,2023,3,3058212,5017518961.0
16595,Uttar Pradesh,Lalitpur,2023,3,7400717,9279179645.0
16596,Uttar Pradesh,Mau,2023,3,9869512,13946388160.0
16597,Uttar Pradesh,Mirzapur,2023,3,8888658,14303665550.0
16598,Uttar Pradesh,Bulandshahr,2023,3,25680664,34386865423.0
16599,Uttar Pradesh,Gonda,2023,3,10988368,18517549508.0
16600,Uttar Pradesh,Jhansi,2023,3,20578258,31185894811.0
16601,Uttar Pradesh,Chandauli,2023,3,9441266,14623721038.0
16602,Uttar Pradesh,Bhadohi,2023,3,5225031,7186397201.0
16603,Uttar Pradesh,Pratapgarh,2023,3,11571041,17228978176.0
16604,Uttar Pradesh,Saharanpur,2023,3,28540072,42732921955.0
16605,Uttar Pradesh,Bara Banki,2023,3,10365090,14607328158.0
16606,Uttar Pradesh,Bareilly,2023,3,26498343,40649328734.0
16607,Uttar Pradesh,Sitapur,2023,3,9029994,13440833829.0
16608,Uttar Pradesh,Sultanpur,2023,3,9552073,13912934464.0
16609,Uttar Pradesh,Agra,2023,3,41540299,60724548821.0
16610,Uttar Pradesh,Fatehpur,2023,3,6101698,10239500989.0
16611,Uttar Pradesh,Rae Bareli,2023,3,7785296,11962135292.0
16612,Uttar Pradesh,Firozabad,2023,3,14667159,21560336582.0
16613,Uttar Pradesh,Kheri,2023,3,10504969,14455601868.0
16614,Uttar Pradesh,Gorakhpur,2023,3,29832994,47279353029.0
16615,Uttar Pradesh,Unnao,2023,3,7482192,12163858512.0
16616,Uttar Pradesh,Prayagraj,2023,3,46007458,55169169118.0
16617,Uttar Pradesh,Sonbhadra,2023,3,12398278,17480506028.0
16618,Uttar Pradesh,Ghazipur,2023,3,16655655,24837821793.0
16619,Uttar Pradesh,Farrukhabad,2023,3,8560707,12215467151.0
16620,Uttar Pradesh,Kannauj,2023,3,7343939,10431106882.0
16621,Uttar Pradesh,Azamgarh,2023,3,19843097,29866087733.0
16622,Uttar Pradesh,Ayodhya,2023,3,13231808,19998634564.0
16623,Uttar Pradesh,Deoria,2023,3,17506850,25569137356.0
16624,Uttar Pradesh,Ghaziabad,2023,3,90310474,114685853196.0
16625,Uttar Pradesh,Amethi,2023,4,9696880,15771178705.0
16626,Uttar Pradesh,Siddharthnagar,2023,4,13077059,22514436041.0
16627,Uttar Pradesh,Auraiya,2023,4,8132187,12836841890.0
16628,Uttar Pradesh,Sambhal,2023,4,12186917,21189163904.0
16629,Uttar Pradesh,Kanpur Nagar,2023,4,40739887,63027281450.0
16630,Uttar Pradesh,Aligarh,2023,4,34908018,50560955573.0
16631,Uttar Pradesh,Mahoba,2023,4,5153363,7464755157.0
16632,Uttar Pradesh,Lucknow,2023,4,94286078,116432620092.0
16633,Uttar Pradesh,Sant Kabeer Nagar,2023,4,7908428,14282806448.0
16634,Uttar Pradesh,Hathras,2023,4,10806028,16568240906.0
16635,Uttar Pradesh,Budaun,2023,4,12153228,19774378337.0
16636,Uttar Pradesh,Moradabad,2023,4,25427576,43244485670.0
16637,Uttar Pradesh,Kushinagar,2023,4,24836644,39511251976.0
16638,Uttar Pradesh,Baghpat,2023,4,12414463,18514024558.0
16639,Uttar Pradesh,Shahjahanpur,2023,4,10472991,17975894063.0
16640,Uttar Pradesh,Muzaffarnagar,2023,4,24571235,37726739415.0
16641,Uttar Pradesh,Ambedkar Nagar,2023,4,10948053,17413003948.0
16642,Uttar Pradesh,Bahraich,2023,4,9700133,16306416557.0
16643,Uttar Pradesh,Jalaun,2023,4,10854240,17235016349.0
16644,Uttar Pradesh,Rampur,2023,4,13278999,23584089509.0
16645,Uttar Pradesh,Ballia,2023,4,20688105,31934876924.0
16646,Uttar Pradesh,Shravasti,2023,4,2084142,3426405218.0
16647,Uttar Pradesh,Kasganj,2023,4,6970110,10507819738.0
16648,Uttar Pradesh,Varanasi,2023,4,41191261,61044459325.0
16649,Uttar Pradesh,Gautam Buddha Nagar,2023,4,192419424,180306500632.0
16650,Uttar Pradesh,Basti,2023,4,13984275,23458570437.0
16651,Uttar Pradesh,Shamli,2023,4,11998267,18158601136.0
16652,Uttar Pradesh,Maharajganj,2023,4,12669842,20539065105.0
16653,Uttar Pradesh,Etawah,2023,4,11558956,17852700582.0
16654,Uttar Pradesh,Etah,2023,4,10226321,15470618986.0
16655,Uttar Pradesh,Banda,2023,4,5808516,9384721916.0
16656,Uttar Pradesh,Bijnor,2023,4,19613780,32636931617.0
16657,Uttar Pradesh,Hardoi,2023,4,10301438,17360012414.0
16658,Uttar Pradesh,Balrampur,2023,4,7132498,11263677464.0
16659,Uttar Pradesh,Amroha,2023,4,15101323,24895677439.0
16660,Uttar Pradesh,Pilibhit,2023,4,7830821,12881923897.0
16661,Uttar Pradesh,Mainpuri,2023,4,12272809,18240760527.0
16662,Uttar Pradesh,Kanpur Dehat,2023,4,7980255,14021024806.0
16663,Uttar Pradesh,Jaunpur,2023,4,22374909,35394101352.0
16664,Uttar Pradesh,Kaushambi,2023,4,4514683,8259669056.0
16665,Uttar Pradesh,Hapur,2023,4,16521483,23322548391.0
16666,Uttar Pradesh,Hamirpur,2023,4,5565830,8981183053.0
16667,Uttar Pradesh,Meerut,2023,4,39690199,61931474558.0
16668,Uttar Pradesh,Mathura,2023,4,36556146,52304594604.0
16669,Uttar Pradesh,Chitrakoot,2023,4,3719150,6243577459.0
16670,Uttar Pradesh,Lalitpur,2023,4,8321383,10861672246.0
16671,Uttar Pradesh,Mau,2023,4,12417948,18051271948.0
16672,Uttar Pradesh,Mirzapur,2023,4,10566225,17522089461.0
16673,Uttar Pradesh,Bulandshahr,2023,4,30419198,43028193777.0
16674,Uttar Pradesh,Gonda,2023,4,13427355,22791849037.0
16675,Uttar Pradesh,Jhansi,2023,4,23181649,36520281325.0
16676,Uttar Pradesh,Chandauli,2023,4,11521681,17789244404.0
16677,Uttar Pradesh,Bhadohi,2023,4,6344717,9028359640.0
16678,Uttar Pradesh,Pratapgarh,2023,4,14239019,21950773948.0
16679,Uttar Pradesh,Saharanpur,2023,4,33061307,52345972335.0
16680,Uttar Pradesh,Bara Banki,2023,4,12159311,18110232551.0
16681,Uttar Pradesh,Bareilly,2023,4,31014139,51363264728.0
16682,Uttar Pradesh,Sitapur,2023,4,10629781,16830232878.0
16683,Uttar Pradesh,Sultanpur,2023,4,11521236,17699097404.0
16684,Uttar Pradesh,Agra,2023,4,47863910,73637151813.0
16685,Uttar Pradesh,Fatehpur,2023,4,7377256,13262586384.0
16686,Uttar Pradesh,Rae Bareli,2023,4,9092299,14811424845.0
16687,Uttar Pradesh,Firozabad,2023,4,17591181,26864128768.0
16688,Uttar Pradesh,Kheri,2023,4,12848818,18776847381.0
16689,Uttar Pradesh,Gorakhpur,2023,4,35512032,56620739017.0
16690,Uttar Pradesh,Unnao,2023,4,8738927,14830557684.0
16691,Uttar Pradesh,Prayagraj,2023,4,52219466,66103195627.0
16692,Uttar Pradesh,Sonbhadra,2023,4,14696438,21329005444.0
16693,Uttar Pradesh,Ghazipur,2023,4,20814351,32313115880.0
16694,Uttar Pradesh,Farrukhabad,2023,4,10361848,15192017305.0
16695,Uttar Pradesh,Kannauj,2023,4,8742307,13013838319.0
16696,Uttar Pradesh,Azamgarh,2023,4,24396854,37905479186.0
16697,Uttar Pradesh,Ayodhya,2023,4,15676563,24734208644.0
16698,Uttar Pradesh,Deoria,2023,4,21990611,32552511648.0
16699,Uttar Pradesh,Ghaziabad,2023,4,99630622,129846740841.0
16700,Uttarakhand,Bageshwar,2018,1,10580,8645020.086163377
16701,Uttarakhand,Udham Singh Nagar,2018,1,319290,273540317.8466592
16702,Uttarakhand,Haridwar,2018,1,308588,394604404.70860887
16703,Uttarakhand,Champawat,2018,1,11037,9818454.777565042
16704,Uttarakhand,Nainital,2018,1,106949,116698562.48367879
16705,Uttarakhand,Dehradun,2018,1,329459,512888194.28700817
16706,Uttarakhand,Chamoli,2018,1,15936,19931685.344290152
16707,Uttarakhand,Almora,2018,1,26086,24966386.517174132
16708,Uttarakhand,Uttarkashi,2018,1,12342,15898878.29543098
16709,Uttarakhand,Pithoragarh,2018,1,18593,19129399.861616693
16710,Uttarakhand,Rudraprayag,2018,1,10107,12517358.300915807
16711,Uttarakhand,Pauri Garhwal,2018,1,49412,58626307.503576376
16712,Uttarakhand,Tehri Garhwal,2018,1,28306,41280388.51120189
16713,Uttarakhand,Bageshwar,2018,2,13413,17461881.43219953
16714,Uttarakhand,Udham Singh Nagar,2018,2,396961,460064933.193244
16715,Uttarakhand,Haridwar,2018,2,408449,653841352.4744893
16716,Uttarakhand,Champawat,2018,2,17868,26298796.010909528
16717,Uttarakhand,Nainital,2018,2,143993,221734345.97526038
16718,Uttarakhand,Dehradun,2018,2,464526,908634049.1026804
16719,Uttarakhand,Chamoli,2018,2,23109,37928070.64293302
16720,Uttarakhand,Almora,2018,2,39584,50535626.79560754
16721,Uttarakhand,Uttarkashi,2018,2,17994,31584871.420789883
16722,Uttarakhand,Pithoragarh,2018,2,31473,51625580.581978634
16723,Uttarakhand,Rudraprayag,2018,2,14267,23692738.946748238
16724,Uttarakhand,Pauri Garhwal,2018,2,87569,116427905.16679347
16725,Uttarakhand,Tehri Garhwal,2018,2,44916,79925226.8074092
16726,Uttarakhand,Bageshwar,2018,3,14993,21819053.81952673
16727,Uttarakhand,Udham Singh Nagar,2018,3,635903,750899273.4469256
16728,Uttarakhand,Haridwar,2018,3,516553,904828173.1140293
16729,Uttarakhand,Champawat,2018,3,20788,34495610.12735177
16730,Uttarakhand,Nainital,2018,3,164989,272528677.45278066
16731,Uttarakhand,Dehradun,2018,3,580817,1233501843.6407683
16732,Uttarakhand,Chamoli,2018,3,28392,57607070.75418808
16733,Uttarakhand,Almora,2018,3,50491,73631915.94944787
16734,Uttarakhand,Uttarkashi,2018,3,22900,44762533.115959145
16735,Uttarakhand,Pithoragarh,2018,3,37382,66592869.052209534
16736,Uttarakhand,Rudraprayag,2018,3,18476,28621234.093816403
16737,Uttarakhand,Pauri Garhwal,2018,3,88372,139462380.15680635
16738,Uttarakhand,Tehri Garhwal,2018,3,49076,97822405.13469782
16739,Uttarakhand,Bageshwar,2018,4,21496,36931703.42569672
16740,Uttarakhand,Udham Singh Nagar,2018,4,817760,1063327513.805676
16741,Uttarakhand,Haridwar,2018,4,780667,1361862781.3811455
16742,Uttarakhand,Champawat,2018,4,29492,54097463.5833426
16743,Uttarakhand,Nainital,2018,4,262453,434444465.8451766
16744,Uttarakhand,Dehradun,2018,4,839564,1866928298.8196144
16745,Uttarakhand,Chamoli,2018,4,44084,93713092.70470297
16746,Uttarakhand,Almora,2018,4,71874,117821119.63767174
16747,Uttarakhand,Uttarkashi,2018,4,32970,74788538.69988398
16748,Uttarakhand,Pithoragarh,2018,4,54756,120923916.07731065
16749,Uttarakhand,Rudraprayag,2018,4,26900,54341747.19830029
16750,Uttarakhand,Pauri Garhwal,2018,4,124351,217330050.30159777
16751,Uttarakhand,Tehri Garhwal,2018,4,72394,157761446.48374176
16752,Uttarakhand,Bageshwar,2019,1,26789,41562836.347878136
16753,Uttarakhand,Udham Singh Nagar,2019,1,1872126,1489217231.336874
16754,Uttarakhand,Haridwar,2019,1,1412730,1744127095.0116453
16755,Uttarakhand,Champawat,2019,1,40675,62479997.7978691
16756,Uttarakhand,Nainital,2019,1,366310,528892751.995024
16757,Uttarakhand,Dehradun,2019,1,1291566,2353709229.488825
16758,Uttarakhand,Chamoli,2019,1,57245,109897209.50624073
16759,Uttarakhand,Almora,2019,1,84510,133142670.68267205
16760,Uttarakhand,Uttarkashi,2019,1,43500,85792881.24604434
