,State,District,Year,Quartar,Registered_Users,App_Open_Count
16211,Uttar Pradesh,Hardoi,2022,2,391720,21834845
16212,Uttar Pradesh,Balrampur,2022,2,183374,16050144
16213,Uttar Pradesh,Amroha,2022,2,296694,9135737
16214,Uttar Pradesh,Pilibhit,2022,2,283534,10836549
16215,Uttar Pradesh,Mainpuri,2022,2,303347,10873855
16216,Uttar Pradesh,Kanpur Dehat,2022,2,229258,15506392
16217,Uttar Pradesh,Jaunpur,2022,2,790310,8330349
16218,Uttar Pradesh,Kaushambi,2022,2,154837,6074413
16219,Uttar Pradesh,Hapur,2022,2,347378,5135381
16220,Uttar Pradesh,Hamirpur,2022,2,157910,12208162
16221,Uttar Pradesh,Meerut,2022,2,1020429,11351958
16222,Uttar Pradesh,Mathura,2022,2,760584,17031257
16223,Uttar Pradesh,Chitrakoot,2022,2,110760,14874398
16224,Uttar Pradesh,Lalitpur,2022,2,189192,24216903
16225,Uttar Pradesh,Mau,2022,2,355194,3766090
16226,Uttar Pradesh,Mirzapur,2022,2,381259,17213027
16227,Uttar Pradesh,Bulandshahr,2022,2,648058,14215519
16228,Uttar Pradesh,Gonda,2022,2,371929,19015903
16229,Uttar Pradesh,Jhansi,2022,2,558926,21279066
16230,Uttar Pradesh,Chandauli,2022,2,363366,6537683
16231,Uttar Pradesh,Bhadohi,2022,2,276471,1850729
16232,Uttar Pradesh,Pratapgarh,2022,2,450876,10911320
16233,Uttar Pradesh,Saharanpur,2022,2,703431,20499262
16234,Uttar Pradesh,Bara Banki,2022,2,355514,12672702
16235,Uttar Pradesh,Bareilly,2022,2,925536,14558216
16236,Uttar Pradesh,Sitapur,2022,2,487160,21608094
16237,Uttar Pradesh,Sultanpur,2022,2,366531,7966232
16238,Uttar Pradesh,Agra,2022,2,1351856,18374965
16239,Uttar Pradesh,Fatehpur,2022,2,277199,14239290
16240,Uttar Pradesh,Rae Bareli,2022,2,319786,11772997
16241,Uttar Pradesh,Firozabad,2022,2,502113,9192067
16242,Uttar Pradesh,Kheri,2022,2,546247,21669627
16243,Uttar Pradesh,Gorakhpur,2022,2,1086399,16050337
16244,Uttar Pradesh,Unnao,2022,2,357565,16364762
16245,Uttar Pradesh,Prayagraj,2022,2,1590032,20497875
16246,Uttar Pradesh,Sonbhadra,2022,2,330599,30831544
16247,Uttar Pradesh,Ghazipur,2022,2,624588,7735743
16248,Uttar Pradesh,Farrukhabad,2022,2,282388,8944686
16249,Uttar Pradesh,Kannauj,2022,2,242692,9026735
16250,Uttar Pradesh,Azamgarh,2022,2,705372,9750509
16251,Uttar Pradesh,Ayodhya,2022,2,451594,8074551
16252,Uttar Pradesh,Deoria,2022,2,597729,6041211
16253,Uttar Pradesh,Ghaziabad,2022,2,2421605,10885714
16254,Uttar Pradesh,Amethi,2022,3,317320,12874116
16255,Uttar Pradesh,Siddharthnagar,2022,3,322050,18562556
16256,Uttar Pradesh,Auraiya,2022,3,243880,8616240
16257,Uttar Pradesh,Sambhal,2022,3,263057,13049736
16258,Uttar Pradesh,Kanpur Nagar,2022,3,1592126,15019139
16259,Uttar Pradesh,Aligarh,2022,3,869751,18328964
16260,Uttar Pradesh,Mahoba,2022,3,131487,13128704
16261,Uttar Pradesh,Lucknow,2022,3,2604663,15412388
16262,Uttar Pradesh,Sant Kabeer Nagar,2022,3,248266,4260638
16263,Uttar Pradesh,Hathras,2022,3,297339,6404007
16264,Uttar Pradesh,Budaun,2022,3,347766,22880376
16265,Uttar Pradesh,Moradabad,2022,3,590056,10611628
16266,Uttar Pradesh,Kushinagar,2022,3,658326,8588447
16267,Uttar Pradesh,Baghpat,2022,3,305082,5125847
16268,Uttar Pradesh,Shahjahanpur,2022,3,403737,18268289
16269,Uttar Pradesh,Muzaffarnagar,2022,3,569122,11393607
16270,Uttar Pradesh,Ambedkar Nagar,2022,3,391497,7173461
16271,Uttar Pradesh,Bahraich,2022,3,293586,25343569
16272,Uttar Pradesh,Jalaun,2022,3,294643,23114041
16273,Uttar Pradesh,Rampur,2022,3,316113,12867095
16274,Uttar Pradesh,Ballia,2022,3,615476,6722824
16275,Uttar Pradesh,Shravasti,2022,3,76201,10193617
16276,Uttar Pradesh,Kasganj,2022,3,204628,8007433
16277,Uttar Pradesh,Varanasi,2022,3,1563730,4529669
16278,Uttar Pradesh,Gautam Buddha Nagar,2022,3,3130224,17308615
16279,Uttar Pradesh,Basti,2022,3,414256,8548209
16280,Uttar Pradesh,Shamli,2022,3,242580,7118766
16281,Uttar Pradesh,Maharajganj,2022,3,424361,10002920
16282,Uttar Pradesh,Etawah,2022,3,320846,11291764
16283,Uttar Pradesh,Etah,2022,3,276844,12994362
16284,Uttar Pradesh,Banda,2022,3,199461,17195919
16285,Uttar Pradesh,Bijnor,2022,3,564365,19324381
16286,Uttar Pradesh,Hardoi,2022,3,413101,24728937
16287,Uttar Pradesh,Balrampur,2022,3,193583,19475275
16288,Uttar Pradesh,Amroha,2022,3,313538,10652187
16289,Uttar Pradesh,Pilibhit,2022,3,299722,12620949
16290,Uttar Pradesh,Mainpuri,2022,3,320417,12059600
16291,Uttar Pradesh,Kanpur Dehat,2022,3,242363,17931459
16292,Uttar Pradesh,Jaunpur,2022,3,836999,8200672
16293,Uttar Pradesh,Kaushambi,2022,3,163634,6261255
16294,Uttar Pradesh,Hapur,2022,3,366537,5376740
16295,Uttar Pradesh,Hamirpur,2022,3,166804,13111909
16296,Uttar Pradesh,Meerut,2022,3,1075255,11886840
16297,Uttar Pradesh,Mathura,2022,3,803538,18080955
16298,Uttar Pradesh,Chitrakoot,2022,3,116747,15666318
16299,Uttar Pradesh,Lalitpur,2022,3,199494,29237113
16300,Uttar Pradesh,Mau,2022,3,375672,3688508
16301,Uttar Pradesh,Mirzapur,2022,3,402235,19237238
16302,Uttar Pradesh,Bulandshahr,2022,3,684412,14557438
16303,Uttar Pradesh,Gonda,2022,3,392403,18782702
16304,Uttar Pradesh,Jhansi,2022,3,589478,25388945
16305,Uttar Pradesh,Chandauli,2022,3,384127,6985851
16306,Uttar Pradesh,Bhadohi,2022,3,292737,1539529
16307,Uttar Pradesh,Pratapgarh,2022,3,476843,11074622
16308,Uttar Pradesh,Saharanpur,2022,3,741236,21605787
16309,Uttar Pradesh,Bara Banki,2022,3,375287,15079533
16310,Uttar Pradesh,Bareilly,2022,3,977218,17067283
16311,Uttar Pradesh,Sitapur,2022,3,514752,26067655
16312,Uttar Pradesh,Sultanpur,2022,3,387814,8331039
16313,Uttar Pradesh,Agra,2022,3,1426154,20256530
16314,Uttar Pradesh,Fatehpur,2022,3,292522,15831282
16315,Uttar Pradesh,Rae Bareli,2022,3,337333,13781451
16316,Uttar Pradesh,Firozabad,2022,3,531310,10951452
16317,Uttar Pradesh,Kheri,2022,3,577837,25859939
16318,Uttar Pradesh,Gorakhpur,2022,3,1148103,14568239
16319,Uttar Pradesh,Unnao,2022,3,376810,18095578
16320,Uttar Pradesh,Prayagraj,2022,3,1678668,21471432
16321,Uttar Pradesh,Sonbhadra,2022,3,348944,35727209
16322,Uttar Pradesh,Ghazipur,2022,3,660956,7231266
16323,Uttar Pradesh,Farrukhabad,2022,3,298591,10751823
16324,Uttar Pradesh,Kannauj,2022,3,256849,9961259
16325,Uttar Pradesh,Azamgarh,2022,3,746045,8473779
16326,Uttar Pradesh,Ayodhya,2022,3,476884,8489087
16327,Uttar Pradesh,Deoria,2022,3,632752,5016891
16328,Uttar Pradesh,Ghaziabad,2022,3,2549377,10277514
16329,Uttar Pradesh,Amethi,2022,4,331764,12719095
16330,Uttar Pradesh,Siddharthnagar,2022,4,336532,16403045
16331,Uttar Pradesh,Auraiya,2022,4,255605,9228119
16332,Uttar Pradesh,Sambhal,2022,4,275307,14049528
16333,Uttar Pradesh,Kanpur Nagar,2022,4,1673173,43605399
16334,Uttar Pradesh,Aligarh,2022,4,912129,37404998
16335,Uttar Pradesh,Mahoba,2022,4,137382,5528543
16336,Uttar Pradesh,Lucknow,2022,4,2734333,79861785
16337,Uttar Pradesh,Sant Kabeer Nagar,2022,4,260490,10659515
16338,Uttar Pradesh,Hathras,2022,4,311414,14551102
16339,Uttar Pradesh,Budaun,2022,4,363274,15614019
16340,Uttar Pradesh,Moradabad,2022,4,619119,29244078
16341,Uttar Pradesh,Kushinagar,2022,4,690975,28657586
16342,Uttar Pradesh,Baghpat,2022,4,319482,12193476
16343,Uttar Pradesh,Shahjahanpur,2022,4,422458,12943043
16344,Uttar Pradesh,Muzaffarnagar,2022,4,596271,26153577
16345,Uttar Pradesh,Ambedkar Nagar,2022,4,410216,13630487
16346,Uttar Pradesh,Bahraich,2022,4,306258,12952792
16347,Uttar Pradesh,Jalaun,2022,4,308934,12951272
16348,Uttar Pradesh,Rampur,2022,4,331077,17519826
16349,Uttar Pradesh,Ballia,2022,4,645949,22793841
16350,Uttar Pradesh,Shravasti,2022,4,79245,3247524
16351,Uttar Pradesh,Kasganj,2022,4,214531,8730028
16352,Uttar Pradesh,Varanasi,2022,4,1641943,44430180
16353,Uttar Pradesh,Gautam Buddha Nagar,2022,4,3286371,135511070
16354,Uttar Pradesh,Basti,2022,4,434060,17777787
16355,Uttar Pradesh,Shamli,2022,4,254021,12465356
16356,Uttar Pradesh,Maharajganj,2022,4,444905,16267158
16357,Uttar Pradesh,Etawah,2022,4,336655,13390833
16358,Uttar Pradesh,Etah,2022,4,289979,13345986
16359,Uttar Pradesh,Banda,2022,4,208349,7554225
16360,Uttar Pradesh,Bijnor,2022,4,590130,23868834
16361,Uttar Pradesh,Hardoi,2022,4,431274,14038931
16362,Uttar Pradesh,Balrampur,2022,4,202052,11214039
16363,Uttar Pradesh,Amroha,2022,4,328276,16744056
16364,Uttar Pradesh,Pilibhit,2022,4,313713,10251429
16365,Uttar Pradesh,Mainpuri,2022,4,335366,14017965
16366,Uttar Pradesh,Kanpur Dehat,2022,4,253280,11126888
16367,Uttar Pradesh,Jaunpur,2022,4,877935,30707983
16368,Uttar Pradesh,Kaushambi,2022,4,171007,6690129
16369,Uttar Pradesh,Hapur,2022,4,384529,16930134
16370,Uttar Pradesh,Hamirpur,2022,4,174336,6534219
16371,Uttar Pradesh,Meerut,2022,4,1127324,41185091
16372,Uttar Pradesh,Mathura,2022,4,842841,38383011
16373,Uttar Pradesh,Chitrakoot,2022,4,121558,5344757
16374,Uttar Pradesh,Lalitpur,2022,4,208434,9504939
16375,Uttar Pradesh,Mau,2022,4,394376,13957484
16376,Uttar Pradesh,Mirzapur,2022,4,421064,14522855
16377,Uttar Pradesh,Bulandshahr,2022,4,716597,33533669
16378,Uttar Pradesh,Gonda,2022,4,410002,18882345
16379,Uttar Pradesh,Jhansi,2022,4,618141,24090068
16380,Uttar Pradesh,Chandauli,2022,4,402790,13759691
16381,Uttar Pradesh,Bhadohi,2022,4,307145,9367591
16382,Uttar Pradesh,Pratapgarh,2022,4,499521,18450397
16383,Uttar Pradesh,Saharanpur,2022,4,776234,38406876
16384,Uttar Pradesh,Bara Banki,2022,4,392384,14335451
16385,Uttar Pradesh,Bareilly,2022,4,1025341,38525234
16386,Uttar Pradesh,Sitapur,2022,4,538245,14354836
16387,Uttar Pradesh,Sultanpur,2022,4,406332,14279533
16388,Uttar Pradesh,Agra,2022,4,1497144,58125962
16389,Uttar Pradesh,Fatehpur,2022,4,305820,9877022
16390,Uttar Pradesh,Rae Bareli,2022,4,352816,12036471
16391,Uttar Pradesh,Firozabad,2022,4,558101,20561220
16392,Uttar Pradesh,Kheri,2022,4,604799,15896719
16393,Uttar Pradesh,Gorakhpur,2022,4,1205580,41769201
16394,Uttar Pradesh,Unnao,2022,4,393919,13070433
16395,Uttar Pradesh,Prayagraj,2022,4,1763014,51367309
16396,Uttar Pradesh,Sonbhadra,2022,4,365610,16739269
16397,Uttar Pradesh,Ghazipur,2022,4,694386,24971104
16398,Uttar Pradesh,Farrukhabad,2022,4,313379,12472311
16399,Uttar Pradesh,Kannauj,2022,4,269252,11747502
16400,Uttar Pradesh,Azamgarh,2022,4,781790,29451467
16401,Uttar Pradesh,Ayodhya,2022,4,499779,17668034
16402,Uttar Pradesh,Deoria,2022,4,663945,25778548
16403,Uttar Pradesh,Ghaziabad,2022,4,2676888,76077511
16404,Uttar Pradesh,Amethi,2023,1,347875,17942736
16405,Uttar Pradesh,Siddharthnagar,2023,1,353122,25109868
16406,Uttar Pradesh,Auraiya,2023,1,267934,12406518
16407,Uttar Pradesh,Sambhal,2023,1,288342,18979523
16408,Uttar Pradesh,Kanpur Nagar,2023,1,1751281,16944223
16409,Uttar Pradesh,Aligarh,2023,1,954758,20767311
16410,Uttar Pradesh,Mahoba,2023,1,144131,18653580
16411,Uttar Pradesh,Lucknow,2023,1,2858255,18362335
16412,Uttar Pradesh,Sant Kabeer Nagar,2023,1,273471,6472453
16413,Uttar Pradesh,Hathras,2023,1,326364,8911564
16414,Uttar Pradesh,Budaun,2023,1,380761,35722344
16415,Uttar Pradesh,Moradabad,2023,1,647915,12999311
16416,Uttar Pradesh,Kushinagar,2023,1,725714,12823673
16417,Uttar Pradesh,Baghpat,2023,1,334159,5849614
16418,Uttar Pradesh,Shahjahanpur,2023,1,443182,24956626
16419,Uttar Pradesh,Muzaffarnagar,2023,1,623408,13835243
16420,Uttar Pradesh,Ambedkar Nagar,2023,1,430997,8992130
16421,Uttar Pradesh,Bahraich,2023,1,321216,42258343
16422,Uttar Pradesh,Jalaun,2023,1,323564,35334952
16423,Uttar Pradesh,Rampur,2023,1,346791,17661609
16424,Uttar Pradesh,Ballia,2023,1,677606,9855761
16425,Uttar Pradesh,Shravasti,2023,1,82990,11971736
16426,Uttar Pradesh,Kasganj,2023,1,224986,10870339
16427,Uttar Pradesh,Varanasi,2023,1,1718122,4498719
16428,Uttar Pradesh,Gautam Buddha Nagar,2023,1,3434422,17212184
16429,Uttar Pradesh,Basti,2023,1,455284,11027934
16430,Uttar Pradesh,Shamli,2023,1,265822,6403702
16431,Uttar Pradesh,Maharajganj,2023,1,468125,14612712
16432,Uttar Pradesh,Etawah,2023,1,352935,14796278
16433,Uttar Pradesh,Etah,2023,1,303920,13647021
16434,Uttar Pradesh,Banda,2023,1,218345,29108610
16435,Uttar Pradesh,Bijnor,2023,1,617592,25494712
16436,Uttar Pradesh,Hardoi,2023,1,451324,39289061
16437,Uttar Pradesh,Balrampur,2023,1,211866,24228504
16438,Uttar Pradesh,Amroha,2023,1,343745,13956161
16439,Uttar Pradesh,Pilibhit,2023,1,328766,16022857
16440,Uttar Pradesh,Mainpuri,2023,1,351545,17033236
16441,Uttar Pradesh,Kanpur Dehat,2023,1,265587,23315996
16442,Uttar Pradesh,Jaunpur,2023,1,920995,8705986
16443,Uttar Pradesh,Kaushambi,2023,1,179501,9526695
16444,Uttar Pradesh,Hapur,2023,1,402167,6667440
16445,Uttar Pradesh,Hamirpur,2023,1,182923,20111262
16446,Uttar Pradesh,Meerut,2023,1,1178230,12175950
16447,Uttar Pradesh,Mathura,2023,1,882699,23185884
16448,Uttar Pradesh,Chitrakoot,2023,1,127573,21998196
16449,Uttar Pradesh,Lalitpur,2023,1,218301,42405014
16450,Uttar Pradesh,Mau,2023,1,413361,3670702
16451,Uttar Pradesh,Mirzapur,2023,1,441082,22906095
16452,Uttar Pradesh,Bulandshahr,2023,1,750064,19198603
16453,Uttar Pradesh,Gonda,2023,1,429376,26767372
16454,Uttar Pradesh,Jhansi,2023,1,646791,38580013
16455,Uttar Pradesh,Chandauli,2023,1,421886,9311034
16456,Uttar Pradesh,Bhadohi,2023,1,321988,1297142
16457,Uttar Pradesh,Pratapgarh,2023,1,523982,13141831
16458,Uttar Pradesh,Saharanpur,2023,1,811254,27133161
16459,Uttar Pradesh,Bara Banki,2023,1,411159,22371462
16460,Uttar Pradesh,Bareilly,2023,1,1073906,24277681
16461,Uttar Pradesh,Sitapur,2023,1,564348,38774612
16462,Uttar Pradesh,Sultanpur,2023,1,426458,10689377
16463,Uttar Pradesh,Agra,2023,1,1567104,25286752
16464,Uttar Pradesh,Fatehpur,2023,1,320663,21100898
16465,Uttar Pradesh,Rae Bareli,2023,1,369591,16615657
16466,Uttar Pradesh,Firozabad,2023,1,585301,15134077
16467,Uttar Pradesh,Kheri,2023,1,634526,41787011
16468,Uttar Pradesh,Gorakhpur,2023,1,1263672,17627474
16469,Uttar Pradesh,Unnao,2023,1,412637,26287624
16470,Uttar Pradesh,Prayagraj,2023,1,1847496,25481354
16471,Uttar Pradesh,Sonbhadra,2023,1,383025,54163919
16472,Uttar Pradesh,Ghazipur,2023,1,728284,8919784
16473,Uttar Pradesh,Farrukhabad,2023,1,328564,14819360
16474,Uttar Pradesh,Kannauj,2023,1,282585,14765259
16475,Uttar Pradesh,Azamgarh,2023,1,819779,11307201
16476,Uttar Pradesh,Ayodhya,2023,1,523710,10757063
16477,Uttar Pradesh,Deoria,2023,1,696661,5466831
16478,Uttar Pradesh,Ghaziabad,2023,1,2798185,10598661
16479,Uttar Pradesh,Amethi,2023,2,364452,24678478
16480,Uttar Pradesh,Siddharthnagar,2023,2,369622,38615860
16481,Uttar Pradesh,Auraiya,2023,2,280092,14757134
16482,Uttar Pradesh,Sambhal,2023,2,301149,21780911
16483,Uttar Pradesh,Kanpur Nagar,2023,2,1819802,19902401
16484,Uttar Pradesh,Aligarh,2023,2,994733,25385293
16485,Uttar Pradesh,Mahoba,2023,2,151334,23338926
16486,Uttar Pradesh,Lucknow,2023,2,2965623,20530678
16487,Uttar Pradesh,Sant Kabeer Nagar,2023,2,286067,7648542
16488,Uttar Pradesh,Hathras,2023,2,340871,11577798
16489,Uttar Pradesh,Budaun,2023,2,398230,41998485
16490,Uttar Pradesh,Moradabad,2023,2,674766,15693280
16491,Uttar Pradesh,Kushinagar,2023,2,758429,13366158
16492,Uttar Pradesh,Baghpat,2023,2,347936,8338903
16493,Uttar Pradesh,Shahjahanpur,2023,2,463811,33736300
16494,Uttar Pradesh,Muzaffarnagar,2023,2,649377,20902528
16495,Uttar Pradesh,Ambedkar Nagar,2023,2,450694,8474806
16496,Uttar Pradesh,Bahraich,2023,2,336566,57781744
16497,Uttar Pradesh,Jalaun,2023,2,338610,45769984
16498,Uttar Pradesh,Rampur,2023,2,362026,24063594
16499,Uttar Pradesh,Ballia,2023,2,707835,10203499
16500,Uttar Pradesh,Shravasti,2023,2,87142,18520621
16501,Uttar Pradesh,Kasganj,2023,2,235266,13838107
16502,Uttar Pradesh,Varanasi,2023,2,1786176,4824963
16503,Uttar Pradesh,Gautam Buddha Nagar,2023,2,3562632,18305963
16504,Uttar Pradesh,Basti,2023,2,476330,14400369
16505,Uttar Pradesh,Shamli,2023,2,276998,8291168
16506,Uttar Pradesh,Maharajganj,2023,2,487268,18052612
16507,Uttar Pradesh,Etawah,2023,2,368545,15961896
16508,Uttar Pradesh,Etah,2023,2,317816,16746591
16509,Uttar Pradesh,Banda,2023,2,228656,41240668
16510,Uttar Pradesh,Bijnor,2023,2,643962,27001098
16511,Uttar Pradesh,Hardoi,2023,2,472829,59849103
16512,Uttar Pradesh,Balrampur,2023,2,222067,37234728
16513,Uttar Pradesh,Amroha,2023,2,358947,17101444
16514,Uttar Pradesh,Pilibhit,2023,2,343926,20306818
16515,Uttar Pradesh,Mainpuri,2023,2,367578,18392803
16516,Uttar Pradesh,Kanpur Dehat,2023,2,278336,24767214
16517,Uttar Pradesh,Jaunpur,2023,2,962121,10533028
16518,Uttar Pradesh,Kaushambi,2023,2,187987,11295716
16519,Uttar Pradesh,Hapur,2023,2,418767,7634717
16520,Uttar Pradesh,Hamirpur,2023,2,191717,24920453
16521,Uttar Pradesh,Meerut,2023,2,1224499,13613690
16522,Uttar Pradesh,Mathura,2023,2,919981,22928240
16523,Uttar Pradesh,Chitrakoot,2023,2,133739,30860024
16524,Uttar Pradesh,Lalitpur,2023,2,228624,43716975
16525,Uttar Pradesh,Mau,2023,2,431774,4313261
16526,Uttar Pradesh,Mirzapur,2023,2,460820,34249340
16527,Uttar Pradesh,Bulandshahr,2023,2,782316,23712363
16528,Uttar Pradesh,Gonda,2023,2,449058,36486792
16529,Uttar Pradesh,Jhansi,2023,2,673739,41129649
16530,Uttar Pradesh,Chandauli,2023,2,440290,11386875
16531,Uttar Pradesh,Bhadohi,2023,2,335994,2174565
16532,Uttar Pradesh,Pratapgarh,2023,2,548413,15863534
16533,Uttar Pradesh,Saharanpur,2023,2,844004,34803447
16534,Uttar Pradesh,Bara Banki,2023,2,429909,26326193
16535,Uttar Pradesh,Bareilly,2023,2,1119305,27088635
16536,Uttar Pradesh,Sitapur,2023,2,590780,48466366
16537,Uttar Pradesh,Sultanpur,2023,2,445909,10941381
16538,Uttar Pradesh,Agra,2023,2,1630258,29450805
16539,Uttar Pradesh,Fatehpur,2023,2,336020,29583678
16540,Uttar Pradesh,Rae Bareli,2023,2,386498,22461609
16541,Uttar Pradesh,Firozabad,2023,2,611081,17093318
16542,Uttar Pradesh,Kheri,2023,2,663917,56376335
16543,Uttar Pradesh,Gorakhpur,2023,2,1315842,19345840
16544,Uttar Pradesh,Unnao,2023,2,431682,33121130
16545,Uttar Pradesh,Prayagraj,2023,2,1923415,30605256
16546,Uttar Pradesh,Sonbhadra,2023,2,400328,62423397
16547,Uttar Pradesh,Ghazipur,2023,2,760946,11034604
16548,Uttar Pradesh,Farrukhabad,2023,2,343269,16338672
16549,Uttar Pradesh,Kannauj,2023,2,295717,16208797
16550,Uttar Pradesh,Azamgarh,2023,2,856280,13703396
16551,Uttar Pradesh,Ayodhya,2023,2,546666,9884920
16552,Uttar Pradesh,Deoria,2023,2,727215,7202765
16553,Uttar Pradesh,Ghaziabad,2023,2,2904454,10939713
16554,Uttar Pradesh,Amethi,2023,3,380393,27385369
16555,Uttar Pradesh,Siddharthnagar,2023,3,385935,47743490
16556,Uttar Pradesh,Auraiya,2023,3,292049,17830111
16557,Uttar Pradesh,Sambhal,2023,3,313557,31424618
16558,Uttar Pradesh,Kanpur Nagar,2023,3,1892032,24263042
16559,Uttar Pradesh,Aligarh,2023,3,1034687,22262173
16560,Uttar Pradesh,Mahoba,2023,3,158171,27936479
16561,Uttar Pradesh,Lucknow,2023,3,3079592,27261618
16562,Uttar Pradesh,Sant Kabeer Nagar,2023,3,298294,9910712
16563,Uttar Pradesh,Hathras,2023,3,354701,6959513
16564,Uttar Pradesh,Budaun,2023,3,415170,61519364
16565,Uttar Pradesh,Moradabad,2023,3,702114,20288290
16566,Uttar Pradesh,Kushinagar,2023,3,790992,9323697
16567,Uttar Pradesh,Baghpat,2023,3,362253,4081774
16568,Uttar Pradesh,Shahjahanpur,2023,3,483996,54709485
16569,Uttar Pradesh,Muzaffarnagar,2023,3,675758,21433946
16570,Uttar Pradesh,Ambedkar Nagar,2023,3,469643,9653490
16571,Uttar Pradesh,Bahraich,2023,3,351197,89318937
16572,Uttar Pradesh,Jalaun,2023,3,353347,39617888
16573,Uttar Pradesh,Rampur,2023,3,376868,27570644
16574,Uttar Pradesh,Ballia,2023,3,738066,7953087
16575,Uttar Pradesh,Shravasti,2023,3,91235,40452088
16576,Uttar Pradesh,Kasganj,2023,3,244981,15067739
16577,Uttar Pradesh,Varanasi,2023,3,1857307,4214891
16578,Uttar Pradesh,Gautam Buddha Nagar,2023,3,3694806,16668820
16579,Uttar Pradesh,Basti,2023,3,496363,11832621
16580,Uttar Pradesh,Shamli,2023,3,287818,8294208
16581,Uttar Pradesh,Maharajganj,2023,3,508371,14982788
16582,Uttar Pradesh,Etawah,2023,3,384073,21738457
16583,Uttar Pradesh,Etah,2023,3,331030,17752236
16584,Uttar Pradesh,Banda,2023,3,238954,49913265
16585,Uttar Pradesh,Bijnor,2023,3,670470,27543499
16586,Uttar Pradesh,Hardoi,2023,3,493317,71355122
16587,Uttar Pradesh,Balrampur,2023,3,231860,57151840
16588,Uttar Pradesh,Amroha,2023,3,373450,18830677
16589,Uttar Pradesh,Pilibhit,2023,3,358885,30277452
16590,Uttar Pradesh,Mainpuri,2023,3,382932,20778458
16591,Uttar Pradesh,Kanpur Dehat,2023,3,290648,30887119
16592,Uttar Pradesh,Jaunpur,2023,3,1002702,11428558
16593,Uttar Pradesh,Kaushambi,2023,3,196493,15031195
16594,Uttar Pradesh,Hapur,2023,3,435527,5545765
16595,Uttar Pradesh,Hamirpur,2023,3,200383,30187253
16596,Uttar Pradesh,Meerut,2023,3,1272850,13507717
16597,Uttar Pradesh,Mathura,2023,3,957999,25561887
16598,Uttar Pradesh,Chitrakoot,2023,3,140080,41151195
16599,Uttar Pradesh,Lalitpur,2023,3,239148,61281743
16600,Uttar Pradesh,Mau,2023,3,449760,3317088
16601,Uttar Pradesh,Mirzapur,2023,3,480658,45265958
16602,Uttar Pradesh,Bulandshahr,2023,3,813951,20891385
16603,Uttar Pradesh,Gonda,2023,3,468005,46062519
16604,Uttar Pradesh,Jhansi,2023,3,701563,45473539
16605,Uttar Pradesh,Chandauli,2023,3,458678,14496902
16606,Uttar Pradesh,Bhadohi,2023,3,350181,646546
16607,Uttar Pradesh,Pratapgarh,2023,3,571815,16896025
16608,Uttar Pradesh,Saharanpur,2023,3,877350,34596514
16609,Uttar Pradesh,Bara Banki,2023,3,448406,49379062
16610,Uttar Pradesh,Bareilly,2023,3,1164885,40560364
16611,Uttar Pradesh,Sitapur,2023,3,616736,85053063
16612,Uttar Pradesh,Sultanpur,2023,3,464656,11061513
16613,Uttar Pradesh,Agra,2023,3,1696452,30375506
16614,Uttar Pradesh,Fatehpur,2023,3,350838,41807229
16615,Uttar Pradesh,Rae Bareli,2023,3,402616,27418321
16616,Uttar Pradesh,Firozabad,2023,3,636709,20423767
16617,Uttar Pradesh,Kheri,2023,3,692784,80242452
16618,Uttar Pradesh,Gorakhpur,2023,3,1370080,19174512
16619,Uttar Pradesh,Unnao,2023,3,450382,49079266
16620,Uttar Pradesh,Prayagraj,2023,3,2002831,37301199
16621,Uttar Pradesh,Sonbhadra,2023,3,417889,82461831
16622,Uttar Pradesh,Ghazipur,2023,3,793262,9935069
16623,Uttar Pradesh,Farrukhabad,2023,3,357214,16051216
16624,Uttar Pradesh,Kannauj,2023,3,308495,21237996
16625,Uttar Pradesh,Azamgarh,2023,3,891882,14447051
16626,Uttar Pradesh,Ayodhya,2023,3,569157,14839234
16627,Uttar Pradesh,Deoria,2023,3,757706,5418894
16628,Uttar Pradesh,Ghaziabad,2023,3,3015494,9394379
16629,Uttar Pradesh,Amethi,2023,4,395189,30895306
16630,Uttar Pradesh,Siddharthnagar,2023,4,401710,41494780
16631,Uttar Pradesh,Auraiya,2023,4,302994,23039825
16632,Uttar Pradesh,Sambhal,2023,4,325104,37522869
16633,Uttar Pradesh,Kanpur Nagar,2023,4,1960237,86675125
16634,Uttar Pradesh,Aligarh,2023,4,1072743,73607812
16635,Uttar Pradesh,Mahoba,2023,4,164319,12654601
16636,Uttar Pradesh,Lucknow,2023,4,3186571,148083456
16637,Uttar Pradesh,Sant Kabeer Nagar,2023,4,310417,25866431
16638,Uttar Pradesh,Hathras,2023,4,368002,29000539
16639,Uttar Pradesh,Budaun,2023,4,430560,48051313
16640,Uttar Pradesh,Moradabad,2023,4,727297,64163072
16641,Uttar Pradesh,Kushinagar,2023,4,823423,55135346
16642,Uttar Pradesh,Baghpat,2023,4,375341,21569638
16643,Uttar Pradesh,Shahjahanpur,2023,4,502913,48642099
16644,Uttar Pradesh,Muzaffarnagar,2023,4,700352,50494046
16645,Uttar Pradesh,Ambedkar Nagar,2023,4,488532,30536593
16646,Uttar Pradesh,Bahraich,2023,4,364487,57174806
16647,Uttar Pradesh,Jalaun,2023,4,366996,25657593
16648,Uttar Pradesh,Rampur,2023,4,391004,45904795
16649,Uttar Pradesh,Ballia,2023,4,767019,44942864
